audio_path,Inference_result
st_set3_collectorgs237_speakergs3725_106_8.wav,냥물따실댄문미냥누모시따문디말제에를쪼디바납중런중상굿냥밥상싣랜상별물퍼걸지엣세엣나날누품당는당상에속줄딴누모실뿌냥누당싣그걸렸근냥늘정떡걸답떡답꺼영위제답소답풀돼렸지날지엣늘세떼봤몰제떡그러방오디늘차더위빨위똑호늘차실방상냥누차싣깔둔답렸늘야런당야런뿌빼무몰랫떼소빨곰건딴됐무상똑누몰따호었오장운말밥
st_set3_collectorgs237_speakergs3725_107_8.wav,예물온른월따놀믄느은답방근냥누시런너디나더뿌걸지걸지늘밥얹봤런프차당상그작베맹갖맹댕장쪼꺼당낼키오큰장양당정당상냥르꺼몰따런상작무답었별냥야추록더모당문무태무식과래늘과상큰콤불상냥그꺼레끓비인레냥겄로냥쓰삭딱쓰키똑터엣옫누물터놨물차터꼭영답될켄위렸똑냉늘떼몰에오겠몰따냉키렸렇빠스깨록
st_set3_collectorgs237_speakergs3725_108_10.wav,날물해추정 레에 에줄방짐작디줄디답맛누마물엣물엣물그늘세물딱그따소요방냥래디늘차싣위렸위주냥차물떡물떡턱떡프물밥무방빨지안물세물검까검호오물헛방럴쓰건은무맛어무바맛붙날냥나세떼둔런줄런프짜냥몰소념누마따일따몰따돌렸근냥물밥작물작념말래는타런빼나갈럭런랑나똑방상냥마따레러벨프밥양냥원밥갈은풀상근밥디나밥싣둔겁에도몰옇근세밥싣에돌빼소저놀졌렸미댕냥밥카추당상큰세제위될큰예렸세위따젼었소렇엣나물
st_set3_collectorgs237_speakergs3725_109_9.wav,물온주할에은답맛지나에검호오납물상맛고누얹몰있실봤물놀니양면밥작따댄엣지책엣씨겄인런동너비늘냉마겄는은방은쓰작은짐근염마받강날책누꺼는차모따모따감누마물식방래디차떼위굿렸똑늘차주쌍차빼캐제를멈과소냥말더셔방냥건돌따베더돌비걸냥마록은작빨걸머마프떼소퍼러지날상멈머꺼몰푸실빼푼당보젼보렸상누르양몰위푼위렸똑르밥칠몰위과따무었상짜염나목
st_set3_collectorgs237_speakergs3725_10_8.wav,월물꺼양른양바몰타에꽁베꽁몰소베못러고누마베꺼 온건장며글문옷물늘뻔납위클위걸미별늘나요당따상당양당그념짐미별냥린뻔펐염맏타 위당방장디뻔맏엉과상늘해당런숨상나갈상물꺼건따떠주디랜꺼겄꺼냥꺼썩작는빨방냥밥거건작념미누몇일따딱오방납냥시당젼비렸미똑원몇꺼당워트무키무워별원장늘물당물당럼할럼할건될물스걸렇염스나마
st_set3_collectorgs237_speakergs3725_11_8.wav,댄늘안나작따줄 양키깨마깐양월문월음키맹추키망해물들주뿌빼나과물원물 물디더키디답바더답과옷과상주장캐락을까그냥몇그작상프쓰작쓰록클맘붙상살누늘살물록워될워나과날지몇얹몰끌오꺼몰너설갈소맘딸똑바맛키상책냥누장차몰아더작돌영오냥영더몰트소그퍼똑무워미냥물영더인더레은될짐위꽁죠무렸소오양나태을
st_set3_collectorgs237_speakergs3725_12_9.wav,물 따에마싣더건돌느클록예주냥꺼양일당문키프누정모워를과물정큰마제소풀지늘차정당타냉에러트무클고주냥나펐런양슥마돌워렵실맛못미늘나집따마야따레돌걸비레냥마요따상늘마작맘념미쫌있상머당작따실줄키교호늘물은문빨상냥뻔시받따상안키오냥물밥영문위멈턱몰영냉꽁연꽁렇걸렇쎄태목
st_set3_collectorgs237_speakergs3725_13_10.wav,늘디늘른겄를른줄키별깨는놨상마어무늘마런쳐 쳐워상월늘입추큰나있과미늘과무미냥양고냥몰헛몰냉그따작은위클냥주맛바미주냥누냥밥떡거당뿌걸답바콤김에인작은답바위상날근냥누는런걸는에상럼셔싸냥싸추큰거상무식상과미늘쫌과상과상냥쫌해놀당상호고냥바꺼상오작은걸고날딸냥해시검인별냥꺼몰떼소그소은고돌냥누늘마거정건거더렇스빼영키줄냉줄냉누세물양물교들향들될위달파있위납무끓상언태냉
st_set3_collectorgs237_speakergs3725_14_11.wav,믄물추초끌 양월린말바를더를양렸낭양시양납당날키원벌누제일식실식집위옷늘당양당념무념미원몇당트렵랍걸키걸책늘스는칸야쳐안캐태문키늘야꺼몰런야과시별럭가꺼따마깐상걸작걸건키맛냉누맛인쳐방겠안집따런키미별양들같끌방벌냥르당들따실당딴미원늘펐모방키뿌월세쌍젼야젼랫양도썬썩건무코미냥늘살목따거일거끌뿌냥럴받더떼답과추무날미단쫌세떼과럿미별양꺼양몰문방별냥될꺼냥렇품별그품건몰소키렸미별렇늘씨너
st_set3_collectorgs237_speakergs3725_15_8.wav,물 양에싣거프지양건양냉작지답지코쌔지누록누깨쳐너오양해정둔영킬답날망말를돌호차품는품잤씩무얹머말양잡념오디스작몰피실랑무쓰옛상밥바밥간댕냥물따당냥작따느제할풀답방근느몇세꺼검돌냥약놀돌지소지무냥시을인까디해영로뿌랐나마날너돌냥늘스거맛상부할깐상밥작잠키묵어상터상미상냥뻔카꺼제를과옷평과상냥팔언과상랜냥될에그랏당념소나깐록
st_set3_collectorgs237_speakergs3725_16_8.wav,늘누초쳐 쳐빼더에줄프늘해정는끌줄빼바쪼돌쪼늘누시너런과누더꺼헛은념고냥물꺼몰례러디당작영비원제댕마건은맛클어클바졌상지상냥마싣둔기약오늘당런그걸빨냥늘장린갈봤말똑냥물당거걱얼지디지중늘스차레런과상냥꺼작싣상머밥빨꺼밥작소퍼풀몇말물들쳐과방차맏킬위미상호늘기상럼냉초당싣그문걸업세영없염놨냥도과걱슨쳐렸렇스고너
st_set3_collectorgs237_speakergs3725_17_9.wav,물쳐문렇그키별계그따는쌍씩의줄늘렇는과고빠제빼입납따납따런돌위상누꺼겄작깐물월밑작밑은위무미늘둔롬에그옇럭소양냥양따벳미상래원몇양타에워트실아고무위고냥장늘밥싣몰그차위옷똑무주위무위상냥물싹방냥디작둔합아뿌지십과키날늘품시품목깐문랜워나더뿌져쌍몰랫돌숨프물르더 랫줄끊빼키상쫌품작끌른캐젼겁렸과돌렸소디엣멘양깐
st_set3_collectorgs237_speakergs3725_18_11.wav,미물당에른월꺼는꺼놀에꽁줄꽁고냥디몇시몰런음동그벨베벨양김양비양냥양납따작일러맛키짐냥어키담주상키상냥장콤싹런랍키미답누몇당낭차쓱따걸코딸늘정답몇말제를뿌빼가나랫과옷못미낭늘꺼세정영글옇오딴소걸래원장기까에레작렵랑클랑상냥늘품갱깐빼과잉빼당작잤깐랑키미별누르몰을몰실집방싸벨디르작몰실랑키고키답누품모실셔받빼별썬않잤잡그맹추미별늘잡거위르제젼위젼위젼옷렸위별냥당런걸런입위입렸렇호짜냥믈런
st_set3_collectorgs237_speakergs3725_19_10.wav,예물디물겄 에마양우양몇맛돌맛미바나시거서동고몇시따놀상날주디난정영굿빨답월영물직롬냥납작둔씩코렸미쪼냥물목정일정큰워영제글옷걸예걸지원늘장차까레렵쓰무코상냥물더물랑일낼캐학임과하오누몇당달더런더그따갈작소날추날누시정너냥초맛작남잤랫랑추미늘추양과방냥당몰거실젼몰무미늘물펐양방냥더뜨당미냥원잔양념상저몇양같잡몰은문렸별몰디월될울별렸캐작합줄멩념상냉
st_set3_collectorgs237_speakergs3725_1_7.wav,냥물주냥당답짐디당띠중디지걸지나마머냉에그돌그스바깐은상프마작며일따일러미살꺼거따실키날양장밥냉에저은념디밥떼실랑푸추맛고쫌얹짱얹거학과얹빼동과미냉얹을과얹냥풍당은딴될당지래늘몰키뿌별몰빼랫랏실랫그키렸미별냥몇시얹상빼오별걸별무렸미별냥쎄세물낼별될짐랏당몰념기소늘나태겡
st_set3_collectorgs237_speakergs3725_20_7.wav,미물빼실줄주호계몇꽁깐줄당작런비렸늘장마주인께걸비그디짜몰디쓰무미메썬받는념미누물일양일실돌념단망늘떼걸를걸무지무세쌍밥검런 마할놔딴소방돌고돌냥시맛걸은낼별월나짱그별비양념미별냥꺼품들크실론미인늘꺼인봤양계말당품은딴추미몇늘물거뿌물얹물를쓰물젼물그양못소오스양물
st_set3_collectorgs237_speakergs3725_21_10.wav,댄물누말초떼물를달주답쩌프더울비걸비늘둔달른둔중에따돌냉겄헛은눌딱작록들클맘맛미맛미상맛바았딱물양봤큰들미물꺼따봤은봤랑주냉줄댄몇해들리해몰글양댄당댄늘당놀을줄러답미냥몇따몰놀돌키돌강스밥놀소잉념미누밥작따앗런먼념미누물영큰뿌큰당들답미양기원럼막있당깐은잉답말시턴위돼날책근몇제밥둔에당돌상방냥작빼일기키미렇꺼콤차스실빼안로키상누제양교될냥짐위옷념상냥늘매물운
st_set3_collectorgs237_speakergs3725_22_8.wav,예물른주돌프걸프주팔물 답나런돌밤납돌날돌프냥씨차을 상장마걸상냥누꺼작러일로나둔쪽그못미늘물꺼실방주미빨원냥장밥터큰당큰밥큰꺼나를둔를키롬원인꽁따런따실잠키미냥늘정해빼른실주빼실방풀늘꺼둔런레그돌프없렇작할쓰록글고렸미누모정워큰영글소당렸원늘기까레작줄렵프무주바옛고날미고냥시검까딸떼끓딸끓뜰당헛무맨고미우쫌랏짱깐당똑상교상빠양뿌월팔빼무걸오늘쳐런
st_set3_collectorgs237_speakergs3725_23_8.wav,냥물양당주레양영너에냉더르랍키늘는주깐끌줄버당멈겠망늘턴싣더입를위뿌옷호늘물정께세를돌걸럼씩놨야봤물살겠과상안바있부머몰엉소못미았누꺼물터인걸날누르엣마칸있물들방걸디늘태세납위젼별주무예걸상물냥물과당기고그원당꺼당딱과방납냥꺼쌍로냥마꺼할잉오냉작쓰은건작걸주거주걸상주냥꺼작쌍주작영오작걸될별세염세작합랑영비끓상오양물양물
st_set3_collectorgs237_speakergs3725_24_9.wav,늘떼은떼몰빼꽁받줄키추주무댄미주누원모에무옷냥큰냥일무못래늘장늘콤정에작프고누시마키프월걸늘받싣뜰동갈은념맛고낭몇을제겁터입러좋방상낭차시떼더겁위싸위맛옛맛상냥세말봤런과별욕양비쿵키미원깨는따할실벳고주미주냥꺼냥낼빼빈조소미잔모잔실담생냥꺼요몰랑별냥몰과거그상미상디장꺼상영비납상로레렵념소미우냉씨더을봤끌났야일거키약건쌍냉작똑은념오나머
st_set3_collectorgs237_speakergs3725_25_9.wav,월누탠온빼를온빼답월말해에답주추를검답쓰입정쓰줄짐추슨그블근누늘르물런물아를뿌냥세쓰집물과방세바나물그과소원추욕놨러레할레냥몰는몰양빼더밥랑터키미래냥니꺼싣결욕과욕큰레당랜기래냥담레세몰레몰디냥꺼몰써베몰갈베고돌누냉꺼칸로깐은키냥추주위미주냥가당워당작영오비냥장터요추일큰풀키근린쎄턴더렵를평렸똑늘양기끌방냥몰오제몰제그제세진요붙방오래태떼위걸똑소냥물
st_set3_collectorgs237_speakergs3725_26_9.wav,물디꺼온물양야주둔에프꽁양걸월걸냥냉시콤잘거냉작납월소키상고냥나마나런그돌소프냥작보쓰무냥무그풀미물양물양며념미근누장양념기자양싣워진걸위래디늘려더위주장꺼께냥그요빨머작댕머건실랍키걸늘차을칸씀당작위빨별원늘뻔당은씩어안무추무상멈늘원레느고빠냥씨집관집인동오향꺼빼오머디머스꽁될꽁은념무렸낭장나물
st_set3_collectorgs237_speakergs3725_27_9.wav,물당레양너키프냉더은르작은밑붙고몇해얹정른정제식몽작무음미누늘살시영당워걸원장당냉작걸주걸주냥냉시로냥름있상머갈밥터엉집맛냥야바검그바그따상베키렸냥마터언고곰따과키미메꺼당빼학기랑오누잔당과양기상물누린몰기디지렇래상스꽁작소푸상늘운쳐키미원계원몰영양무미원냥겄당레당기념예오늘르더위려위옷입렸렇오냥스냉
st_set3_collectorgs237_speakergs3725_28_8.wav,늘누초빼른빼런빼줄쪼똑몰에양방에차턴런에로에납찬날상누메우물잡맛빨럿늘몰는따댕따맛젼었늘꺼더 물 과저비당념방저차위키똑늘꺼담았호꺼정당정당답위망위소늘당됩방상근니꺼를레드를상냥쌍따날냥마꺼마약잉딱작느안키클렇주미주늘꺼집냥정는상할상머키오장누냉음뜰작물떠작예얻냥사밥냉념키똑짜엣나깨운
st_set3_collectorgs237_speakergs3725_29_8.wav,늘세말빼몰양늘양따몰에실키고무고답누는싣너당문멈디몰는에돌무옷근누팔꺼달낼냥쪼콤깔따실소키숨키냥누해집정른너봤펜누너는깐놨처님맹키망누스르날공키상냉늘당런상봤문별냥깔는런키누품불건키미쫌안스물는앗실방문방인따실냥음댄미냥꺼작정뿌냥정몰그정마깐잡그시키댄디시거정더냉더건냥트푸로고추렸딴세양방별월양세떼당뿌지똑랍나물당
st_set3_collectorgs237_speakergs3725_2_6.wav,별누해추꺼는레에작줄프양왔는맛은맛딸야월디향작빼술늘냉음작문리념맛미책장는콤상꺼중날마제물간념걸래디늘태떼위싸위걸궈냉날걸냉늘장차밥차싣냉뭐 상계럼은고록해씨몰검뭐상제꺼방냥디당합느빨오냉추문딸제교더제될똑염세은합상기뭐물냉
st_set3_collectorgs237_speakergs3725_30_11.wav,물양야냥뻔당답지답지쓰키론터답뿌냉누마차냉답쳐옷오팔차헛위쪽늘나차에옷딸늘스런랫상물가양른오몰정몰실몰걸멈몰시몰그상제꺼겄요방단래늘씨더위걸렸주예걸상주냥차썩양푼냥따작상건할어렌키담상늘작문끗추썬걸원늘물정까에작건걸프무주지상쌍빼런빼상물바물상물마거상거떼거렸키약호엣약레물할냉양작될약냥어은푸어돌로냥몇쌀건문냉키상머제양향작은걸짐똑비예걸렇엣나어
st_set3_collectorgs237_speakergs3725_31_10.wav,물꺼잃물잃에레작은속비은비쩌냥펜따정칸랫꽁랑키맹붙렸상오양엣양당위물장차냉에렵프무클위고래엣차턴타낼별그차둔런따납잔소방고상냥르상따문래댄냥디해따딸따납따런소런품고렇누냉마인쳐문너단냥디살떼걸당위빨호늘물가께세꺼마런냥마작할방냥나있받라중오나얹떼잠소날키날누장시몰따씁아상물따위숭랜냉랜냉겄딱추당상위싸무미무담상늘나밥작놀강추겁렸세려오될에렸몰위렸소오엣나어물
st_set3_collectorgs237_speakergs3725_32_10.wav,월물늘디물작빼위키고무레늘장나 양당에큰쪼시작에킬방랜오늘몰런몰빼몰빼몰그미안물따퍼안키댄누몇말는저말몰에몰지디몰렸오펜몰따런따런미못돌냥장마꺼마온깐멍문방프밤짐에떼느소프렇고날누시는누에그너냥누차살더위프늘장추차받정줄밥캐속쪽월디띠려더렇냥돌베터소방냥밥잠안돌안마꺼레따작걸빨늘밥어추작문냥무카나슨과키예근늘언주깐께워젼나글양글위별세건상렸나야렵야소야상나냉
st_set3_collectorgs237_speakergs3725_33_10.wav,예물놀문키방키똑몇맛답얹지걸누엣는 어돌어싸디스는어줄추바미몇바당과상냥몇당떼납베납베키스잠헛안처방상물그디그지터몰따그멩못미주늘목영워주워영있걸소걸늘제에레트아무주걸주누꺼차뜰헛월음방냥꺼작노념진붙무위미늘냥꺼물과뿌랍냥안당은문미별늘냥당레별똑랜안똑념미늘쫌안거말방냉몰실기평냉원냉밥꽁터안꺼잠빨미상냥꺼밥요러꺼요기근냥린세턴싣를펜렸럭인렸렇양멘양냉
st_set3_collectorgs237_speakergs3725_34_10.wav,월물말물빼식물에달빼양당양방양해시납영지무고누야디레놀눌레눌록고냥누장차걷당방들저담카나워나위걸비빨장마밥마밥마당관헛문고누쌍시턴몰실킬기키디장쌍시몰실킬줄돌상늘씀디씀추줄상랴당펜렸상밤콤따줄런키맘상냥몇마깐추월걸키냥늘차떼제더럴더냥걸록맛걸냥장품록깐작저냥상냥어작쓰안터예렸예물일큰턴몰떼과소렸상물늘세런큰세별세몰상그무렸렇디스디깨
st_set3_collectorgs237_speakergs3725_35_9.wav,냥물시물달당주당영비장더워르나될랍돌프늘쫌해있받과상호머바깐줄할바글보댄미상돈누물과랑맨맛미쪼마바학과키냉깨초깨몰농문계늘린바당걱방턱당걱검롬제그작지무바런상냥물뭐까주인저디작로냥마어그숭늘나바거방키늘꺼런꺼론프꺼겄꺼갈나작소념추주몇꺼세거주쓴작런럭로코별장릴록따거로냥마따잉건낭냥쌍작거념똑장야거야워야를깐걸얹터몰때별양오될렸소원양있몰걱삭양무렸호렇스태양
st_set3_collectorgs237_speakergs3725_36_9.wav,냥꺼받털레작쩌더프더작록은록은록걸클붙빨예랜늘목영물나물몰돌옷렸물지물장물칸야주상야작될상별스어록소상물칠상말뻔맏위답메세싣를과늘을까프냥마그너돌냥디시따싣렵상건키맛상주늘나차맛안문뿌망느멈영롬위방랜망추냥영꺼랫롬에그놔노상무상냥나꺼실받키워오디나디빈깐위혀랜위랜별냉콤겁거주거겨당오멈쫌세몰롬상펜냉렇디스록
st_set3_collectorgs237_speakergs3725_37_9.wav,물양더프다무빌붙갖주늘겄칸례당작에골꽁작꽁은답옷써맛바맛미근누나물몰영몰워오랜콤당난돌걸키늘마깐끗멈씩늘바둔랑과렸똑못런늘정물런주별갈썩콤는은딴봤딴미쫌는받방겠린제려몰에몰방별원르따런할따중비인냥장시꺼작월방냥바그거번작소떠키소늘록몰음할쳐냉작퍼념르몰상거념저누엣거냉당작트받딴양꼭요문장냥세쓸납냉그렸엣늘깨
st_set3_collectorgs237_speakergs3725_38_9.wav,댄냥누말물작온쳐문답발온에들온막할봤오메헛추물끌월해몇제에옇찬제맏은풀답풀짹누몰줄무주무돌지상원양워트워무주위렸겨누장차당제당그당그몰소은슨숭고주냥차칸양따러문에콤몰피실줄베고못미주장꺼정키럼납정따는상작무맛붙고미나맛당과상냥바당 할문부키별장몇펐주레문걸세시영더그물떼과잔불옷렸미별씨겄더영터젼될냥세떼될쌀줄야키야상야냥스마록
st_set3_collectorgs237_speakergs3725_39_9.wav,냥늘누초물 양쳐문누양바작문맛누늘나정물문쪼월팔바가얼중워늘정인머냉머에머팔밥월지은키지냥늘정주워주위를위영과소늘밥양께콤셔온러에냥밥작은작프바고날못늘차딘받깐줄빼작줄답믄늘마답방답멈느추시들뿌세쪼싣제쪼걸지돌장때둔런그지돌냥꺼나갈따랐옛돌미예머장꺼따작문디영위키렸오똑장스물떼어국은국소똑고상장세물영야를야라오위그세랜세지늘울념예소엣태물
st_set3_collectorgs237_speakergs3725_3_6.wav,세월세월꺼레온쩌상.작음건어무주디늘꺼영달쓰키히차는깐싣월맏너걸물나차나피위입젼렸상호늘물야킬빼상오냥해당끌상당영과똑냉글줄상누스꺼헛봤숭났들거은말난키냥야해시요따런너써따빨엄꽈밥애뜩빨문무마냉속작지근지근차거슨겁께몰영떼에맞요옷프무념오쫌담콤더런피록무쳐상나마록
st_set3_collectorgs237_speakergs3725_40_8.wav,냥물초언 물 문방월누쓰당영않옇방에누깨정깨에아프냥야마야마시봔에냥따돌미디시바맛따딱따꺼상늘꺼겄작레무물맘작예미냥장꺼는과놀양마따작은고클상바런고미고냥누물당주차계에저록은큰월무느워캔풀세늘워큰싣를소늘콤까냉레무걸무추주그키근냥누차밥더까그영에무추상냥님차더작빼그위렸오물세더겁뿌세위옷위상소냥나물
st_set3_collectorgs237_speakergs3725_41_10.wav,늘초물빼양늘원양무렸근누나정양디양디더몰돌지걸근냥늘모물정일정예세늘쪼떼쪼돌디마싣그싣물그무렇풀오물디차맛슨렸주쪼꺼쪼정꺼낼요냥납둔실날씩늘마는깐봤우보않우썬양풀늘원나양럼실무맛미냥꺼타낼렵키오별냥원밥칠따딱러봤렸주돌주냉스애번문방뿌월말저꺼들제락딴디턱작뿌위세소걸코래늘차까에레러렵무고상냥목냥당념져망몰따물펜물렇죠렇주스물
